LSOA_Code,LSOA_Name,Local_Authority,WIMD_2019_Rank,WIMD_2019_Decile,Income_Rank,Education_Rank,Health_Rank,Access_Services_Rank
W00001167,Denbighshire 043,Denbighshire,610,4,659,238,996,784
W00001168,Denbighshire 044,Denbighshire,540,3,48,1303,256,430
W00001169,Flintshire 001,Flintshire,986,6,440,225,83,1178
W00001170,Flintshire 002,Flintshire,642,4,1851,434,517,592
W00001171,Flintshire 003,Flintshire,942,5,689,1105,496,219
W00001172,Flintshire 004,Flintshire,166,1,89,633,741,562
W00001173,Flintshire 005,Flintshire,1322,7,1269,710,202,591
W00001174,Flintshire 006,Flintshire,622,4,625,558,614,673
W00001175,Flintshire 007,Flintshire,608,4,921,1000,521,1429
W00001176,Flintshire 008,Flintshire,477,3,296,1009,554,996
W00001177,Flintshire 009,Flintshire,1,1,1326,1131,308,175
W00001178,Flintshire 010,Flintshire,1485,8,597,501,31,690
W00001179,Flintshire 011,Flintshire,763,4,1094,265,301,1055
W00001180,Flintshire 012,Flintshire,1232,7,312,1302,863,1347
W00001181,Flintshire 013,Flintshire,823,5,1,786,1232,442
W00001182,Flintshire 014,Flintshire,702,4,789,1,1453,438
W00001183,Flintshire 015,Flintshire,1042,6,820,1375,996,742
W00001184,Flintshire 016,Flintshire,510,3,1122,66,1083,348
W00001185,Flintshire 017,Flintshire,1325,7,905,1119,879,50
W00001186,Flintshire 018,Flintshire,522,3,1079,919,1276,1033
W00001187,Flintshire 019,Flintshire,482,3,577,893,14,1613
W00001188,Flintshire 020,Flintshire,1017,6,1269,189,1299,1867
W00001189,Flintshire 021,Flintshire,348,2,1113,850,292,1074
W00001190,Flintshire 022,Flintshire,1166,7,644,1337,248,168
W00001191,Flintshire 023,Flintshire,901,5,858,550,1142,1092
W00001192,Flintshire 024,Flintshire,1176,7,807,1101,689,1786
W00001193,Flintshire 025,Flintshire,541,3,1570,864,353,1473
W00001194,Flintshire 026,Flintshire,897,5,1141,1361,972,579
W00001195,Flintshire 027,Flintshire,1220,7,850,1136,72,1053
W00001196,Flintshire 028,Flintshire,607,4,1415,1110,936,1071
W00001197,Flintshire 029,Flintshire,470,3,1405,1682,991,1575
W00001198,Flintshire 030,Flintshire,633,4,577,867,1007,670
W00001199,Flintshire 031,Flintshire,1054,6,954,432,1037,1243
W00001200,Flintshire 032,Flintshire,915,5,1244,341,1018,316
W00001201,Flintshire 033,Flintshire,426,3,634,456,652,752
W00001202,Flintshire 034,Flintshire,1168,7,740,187,1261,468
W00001203,Flintshire 035,Flintshire,827,5,1002,933,1244,1068
W00001204,Flintshire 036,Flintshire,522,3,1595,931,796,1289
W00001205,Flintshire 037,Flintshire,944,5,986,1891,750,705
W00001206,Flintshire 038,Flintshire,894,5,1216,220,140,582
W00001207,Flintshire 039,Flintshire,229,2,704,1060,528,199
W00001208,Flintshire 040,Flintshire,876,5,1144,141,1146,1222
W00001209,Flintshire 041,Flintshire,1212,7,1266,1770,721,899
W00001210,Flintshire 042,Flintshire,691,4,850,1490,364,457
W00001211,Flintshire 043,Flintshire,1373,8,1198,698,1158,1005
W00001212,Flintshire 044,Flintshire,1420,8,875,1278,1803,1122
W00001213,Flintshire 045,Flintshire,868,5,1097,697,1712,932
W00001214,Flintshire 046,Flintshire,746,4,564,1308,1163,623
W00001215,Flintshire 047,Flintshire,1069,6,334,927,1013,1628
W00001216,Flintshire 048,Flintshire,557,3,412,475,367,1459
W00001217,Flintshire 049,Flintshire,1438,8,959,1360,898,806
W00001218,Flintshire 050,Flintshire,723,4,743,203,945,831
W00001219,Flintshire 051,Flintshire,1133,6,881,781,535,882
W00001220,Flintshire 052,Flintshire,1130,6,458,886,934,522
W00001221,Flintshire 053,Flintshire,626,4,928,376,976,441
W00001222,Flintshire 054,Flintshire,1253,7,1649,490,1042,518
W00001223,Flintshire 055,Flintshire,1245,7,417,1050,534,755
W00001224,Flintshire 056,Flintshire,458,3,1131,500,1049,693
W00001225,Flintshire 057,Flintshire,806,5,900,531,925,1547
W00001226,Flintshire 058,Flintshire,554,3,1250,1476,555,186
W00001227,Flintshire 059,Flintshire,964,6,662,1631,862,484
W00001228,Flintshire 060,Flintshire,414,3,1222,611,865,1285
W00001229,Flintshire 061,Flintshire,665,4,834,843,1096,1119
W00001230,Flintshire 062,Flintshire,766,5,871,694,316,967
W00001231,Flintshire 063,Flintshire,1569,9,547,526,535,1180
W00001232,Flintshire 064,Flintshire,1020,6,795,466,883,136
W00001233,Wrexham 001,Wrexham,704,4,948,126,96,1370
W00001234,Wrexham 002,Wrexham,417,3,1038,585,591,849
W00001235,Wrexham 003,Wrexham,314,2,695,490,173,803
W00001236,Wrexham 004,Wrexham,549,3,596,144,1224,1049
W00001237,Wrexham 005,Wrexham,1016,6,545,1,1355,622
W00001238,Wrexham 006,Wrexham,365,2,792,1137,641,1233
W00001239,Wrexham 007,Wrexham,1061,6,281,368,995,1
W00001240,Wrexham 008,Wrexham,593,4,160,450,542,486
W00001241,Wrexham 009,Wrexham,440,3,274,1608,1324,120
W00001242,Wrexham 010,Wrexham,1251,7,513,704,627,349
W00001243,Wrexham 011,Wrexham,1023,6,693,450,179,242
W00001244,Wrexham 012,Wrexham,26,1,654,149,554,1274
W00001245,Wrexham 013,Wrexham,1105,6,638,613,1328,887
W00001246,Wrexham 014,Wrexham,525,3,162,814,949,361
W00001247,Wrexham 015,Wrexham,760,4,525,573,1,548
W00001248,Wrexham 016,Wrexham,1018,6,434,671,377,814
W00001249,Wrexham 017,Wrexham,567,3,328,1207,985,374
W00001250,Wrexham 018,Wrexham,839,5,833,918,38,1109
W00001251,Wrexham 019,Wrexham,433,3,527,1752,758,473
W00001252,Wrexham 020,Wrexham,1,1,1125,87,287,498
W00001253,Wrexham 021,Wrexham,1188,7,914,584,761,376
W00001254,Wrexham 022,Wrexham,703,4,675,1054,999,875
W00001255,Wrexham 023,Wrexham,512,3,903,611,259,466
W00001256,Wrexham 024,Wrexham,682,4,961,573,213,675
W00001257,Wrexham 025,Wrexham,693,4,713,1034,1017,379
W00001258,Wrexham 026,Wrexham,415,3,294,942,1173,506
W00001259,Wrexham 027,Wrexham,558,3,1151,861,807,106
W00001260,Wrexham 028,Wrexham,907,5,332,175,524,382
W00001261,Wrexham 029,Wrexham,565,3,157,1050,1057,1
W00001262,Wrexham 030,Wrexham,1021,6,372,1008,625,663
W00001263,Wrexham 031,Wrexham,579,4,1064,131,869,1152
W00001264,Wrexham 032,Wrexham,922,5,1445,428,995,601
W00001265,Wrexham 033,Wrexham,1118,6,647,487,1121,425
W00001266,Wrexham 034,Wrexham,113,1,473,908,1152,700
W00001267,Wrexham 035,Wrexham,1150,7,185,464,545,597
W00001268,Wrexham 036,Wrexham,681,4,886,464,700,629
W00001269,Wrexham 037,Wrexham,298,2,611,589,590,664
W00001270,Wrexham 038,Wrexham,678,4,502,1181,227,321
W00001271,Wrexham 039,Wrexham,1706,9,295,84,915,1
W00001272,Wrexham 040,Wrexham,560,3,1383,4,1,1
W00001273,Wrexham 041,Wrexham,991,6,1034,435,896,1283
W00001274,Wrexham 042,Wrexham,1329,7,565,1,353,455
W00001275,Wrexham 043,Wrexham,551,3,585,1117,1110,571
W00001276,Wrexham 044,Wrexham,1067,6,772,676,977,682
W00001277,Wrexham 045,Wrexham,1431,8,158,434,604,850
W00001278,Wrexham 046,Wrexham,1131,6,641,55,954,994
W00001279,Wrexham 047,Wrexham,1,1,648,1,410,238
W00001280,Wrexham 048,Wrexham,957,6,689,112,967,1
W00001281,Wrexham 049,Wrexham,775,5,371,497,832,887
W00001282,Wrexham 050,Wrexham,1158,7,621,778,491,732
W00001283,Wrexham 051,Wrexham,817,5,616,1,769,816
W00001284,Wrexham 052,Wrexham,391,3,210,1266,827,545
W00001285,Wrexham 053,Wrexham,217,2,368,1194,699,398
W00001286,Wrexham 054,Wrexham,843,5,371,1277,1138,437
W00001287,Wrexham 055,Wrexham,411,3,1,30,166,711
W00001288,Wrexham 056,Wrexham,526,3,189,532,832,890
W00001289,Wrexham 057,Wrexham,1,1,606,71,975,1007
W00001290,Wrexham 058,Wrexham,308,2,388,457,1,803
